id,role,type,job_desc,year,qualification,experience,tech_skills,soft_skills
37,AI Engineer,Junior,"• 0–1 year of experience as an AI/ML Engineer, Data Scientist, or similar role, or strong academic/personal projects in AI/ML.
• Bachelor’s degree in Computer Science, Engineering, Data Science, Mathematics, or equivalent practical experience.
• Solid Python skills for data processing and model development.
• Understanding of core ML concepts: supervised/unsupervised learning, evaluation metrics, overfitting, etc.
• Experience with at least one ML framework (e.g., scikit‑learn, TensorFlow, or PyTorch).
• Ability to work with databases (SQL/NoSQL) and basic messaging/queue systems to move data in and out of models.
• Strong problem‑solving mindset, eagerness to learn, and comfort working in a fast‑moving environment.
• Good communication skills and willingness to collaborate in a team and with non‑technical stakeholders.
• Experience running or fine‑tuning local LLMs (e.g., via Ollama) or other open‑source models.
• Exposure to workflow automation, or operations-heavy domains.
• Familiarity with basic MLOps tools (MLflow, DVC, Weights & Biases) and containerization (Docker).
• Basic knowledge of any cloud platform (AWS, Azure, GCP) for deploying services.
• Experience integrating ML models into web backends (REST APIs, microservices, Node.js/Next.js).
• Understanding of vector databases or simple retrieval/RAG systems for LLM-based solutions.
• Awareness of ethical AI, bias, and privacy considerations. 
",2026,Bachelors,0-1,"Python, ML, TensorFlow/PyTorch, Scikit-Learn, MLOps, Model Training, Feature Engineering, RAG, AWS/Azure, LLMs","Communication, Problem Solving"
38,AI Engineer,Internship,"Currently pursuing or recently completed a Bachelor's or Master's degree in Computer Science, Data Science, AI, Machine Learning, or a related field
Foundational knowledge of machine learning concepts, statistical modeling, and data structures
Proficiency in Python and familiarity with ML libraries such as PyTorch or TensorFlow
Experience with data preprocessing and dataset management
Strong analytical and problem-solving skills
Clear written and verbal communication skills in English
Ability to work independently in a remote environment while meeting deadlines
Prior experience contributing to AI/ML research projects or open-source repositories
Familiarity with hybrid AI approaches, generative models, or symbolic AI
Experience with version control (Git) and collaborative development workflows ",2026,Bachelors,0,"Python, ML, TensorFlow/Pytorch, GenAI, Git, Github","Communication, Problem Solving"
39,AI Engineer,Internship,"• B.Tech, MCA, MSc, BSc, BCA, M.Tech students or graduates
• Basic knowledge of Python preferred
• Strong interest in AI and Data Science
• Willingness to work on real-world projects 
• Advanced Python
• Machine Learning Practical Knowledge
• Data Analysis Project Knowledge
• Basic Knowledge of AI Concepts including Gen AI/LLM Cloud Deployment 
",2026,Bachelors,0,"Python, ML, GenAI, LLMs","Communication, Problem Solving"
40,AI Engineer,Internship,"• Final year students / recent graduates in CS, AI, Data Science, or related fields
• Strong Python programming skills
• Understanding of Machine Learning / Deep Learning fundamentals
• Exposure to LangChain, Hugging Face, OpenAI APIs, or similar tools
• Curiosity, ownership mindset, and willingness to learn fast
• Strong problem-solving skills 
",2026,Bachelors,0,"Python, ML, LangChain, Hugging Face, APIs","Communication, Problem Solving"
41,AI Engineer,Internship,"Solid understanding of LLMs, tokenization, transformers.
Python programming (Pandas, NumPy, Hugging Face, LangChain, etc.).
Exposure to AWS services like EC2, Lambda, S3, or SageMaker.
Eagerness to explore real-world AI use cases (agents, copilots, RAG).
Basic ML knowledge and hands-on project experience.
Experience with serverless deployments on AWS.
Familiarity with monitoring and logging (e.g., CloudWatch, OpenTelemetry).
Contributions to open-source AI tools or models 
",2026,Bachelors,0,"Python, Pandas, NumPy, Hugging Face, LangChain, AWS/Azure, RAG, ML ","Communication, Problem Solving"
42,AI Engineer,Senior,"Python · JS/TS · Neo4j/Cypher · MongoDB · PostgreSQL · FastAPI · LLM APIs · Vector databases · LoRA/PEFT · Docker · Linux CLI
What we value Side projects nobody asked you to build. Open-source contributions. Intellectual curiosity and ownership over any specific framework pedigree. 
AWS or GCP working knowledge
Annotation pipeline or ML dataset preparation experience",2026,Not Specified,1-5,"Python, Javascript, SQL, LLMs, APIs, VectorDB, ML, AWS/Azure","Communication, Problem Solving"
43,AI Engineer,Junior,"• Strong programming skills in Python.
• Understanding of Data Structures and Algorithms.
• Knowledge of Machine Learning fundamentals.
• Understanding of Natural Language Processing (NLP) concepts:
• Tokenization
• Embeddings
• Text Classification
• Named Entity Recognition (NER)
• Semantic Search
• Transformer Models
• Understanding of Generative AI concepts:
• Large Language Models (LLMs)
• Prompt Engineering
• RAG (Retrieval-Augmented Generation)
• Fine-tuning concepts
• AI Agent fundamentals
• Familiarity with AI/ML frameworks:
• PyTorch or TensorFlow
• Hugging Face Transformers
• LangChain, LlamaIndex, or similar frameworks
• Understanding of model deployment and serving concepts.
• Familiarity with:
• Docker
• Git/GitHub
• CI/CD concepts
• Kubernetes (basic understanding)
• ML experiment tracking tools (MLflow, Weights & Biases, etc.)
• Basic knowledge of SQL databases.
• Familiarity with vector databases such as Pinecone, Weaviate, Qdrant, or ChromaDB.
• Understanding of REST APIs and FastAPI.
• Bachelor's or Master's degree in Computer Science, Artificial Intelligence, Machine Learning, Data Science, or a related field.
• Hands-on academic projects, internships, or personal projects in AI/ML.
• Experience building chatbots, AI assistants, or NLP applications.
• Contributions to open-source AI projects are a plus.
• Familiarity with cloud platforms such as AWS, GCP, or Azure.
• Strong problem-solving and analytical skills.
• Passion for AI, Machine Learning, and emerging technologies.
• Curiosity to learn and experiment with new AI frameworks and tools.
• Good communication and teamwork skills.
• Ability to work in a fast-paced, collaborative environment",2026,Bachelors,0-1,"Python, ML, NLP, MLOPS, Docker, GenAI, RAG, VectorDB, Agents, Prompt Engineering, TensorFlow/PyTorch, LangChain, LangGraph, Hugging Face, CI/CD, Git, Github, Kubernetes, MLflow, APIs, AWS/Azure","Communication, Problem Solving, Analytical Skills"
44,AI Engineer,Senior,"You will focus on creating reusable agent architectures, integrating enterprise APIs, and implementing observability for production AI systems. This is a leadership-focused role that requires deep expertise in Python and modern LLM orchestration techniques. Must have: 5+ years of experience; Deep experience with LangGraph, CrewAI, or AutoGen; Advanced prompt engineering and function calling; Expert-level Python; Experience designing stateful, scalable AI systems; Ability to lead AI initiatives from zero to production. Required tools: langgraph, crewai, autogen, python, llm, prompt engineering, mops. ",2026,Not Specified,5-10,"Python, ML, APIs, LLMs, LangChain, LangGraph, CrewAI, AutoGen, Prompt Engineering, MLOps","Communication, Problem Solving"
45,AI Engineer,Senior," Strong experience in Artificial Intelligence, Machine Learning (ML), and Generative AI (GenAI)
• Hands-on with LLMs, RAG pipelines, NLP
• Experience with LangGraph / AI workflow orchestration
• Proficiency in Python, FastAPI, API development
• Strong knowledge of SQL and NoSQL databases
• Experience in system design and scalable architecture
• Experience with vector databases (Pinecone, FAISS, Weaviate)
• Knowledge of cloud platforms (AWS, Azure, GCP)
• Exposure to MLOps and AI deployment pipelines
Bachelor’s degree in Computer Science, Engineering, or related field (Any Graduate with relevant experience is welcome)",2026,Bachelors,5-10,"Python, ML, GenAI, LLMs, RAG, NLP, LangChain, LangGraph, APIs, SQL, System Design, VectorDB, MLOps, CI/CD, AWS/Azure","Communication, Problem Solving"
46,AI Engineer,Internship,"1. Design, build, and optimize scalable Agentic RAG (Retrieval-Augmented Generation)
pipelines for complex data environments.
2. Develop and implement Agentic AI workflows to automate multi-step reasoning and
decision-making tasks.
3. Assist in deploying, running, and fine-tuning local Large Language Models (LLMs) on
dedicated hardware to optimize for speed and accuracy.
4. Work with vector databases and embedding models to improve data retrieval
mechanisms.
5. Write scalable, maintainable, and well-documented code to support AI infrastructure.
6. Collaborate with backend engineers to seamlessly integrate AI agents and LLM 
Python, Machine Learning, Artificial intelligence and LLM evaluation",2026,Bachelors,0,"Python, RAG, LLMs, ML, ","Communication, Problem Solving"
47,AI Engineer,Internship,"• Perform data collection, cleaning, preprocessing, and exploratory analysis on structured and unstructured datasets.
• Implement algorithms for supervised, unsupervised, and deep learning under mentor guidance.
• Conduct experiments, tune hyperparameters, and document results clearly and accurately.
• Support deployment of models through APIs, pipelines, or cloud platforms.
• Research emerging AI/ML techniques and contribute insights to ongoing projects.
• Collaborate with engineering, data, and business teams to translate requirements into solutions.
• Write clean, efficient, and well-documented code following best practices.
• Create visualizations, reports, and presentations to communicate findings.
• Participate in code reviews, sprint meetings, and technical discussions.
• Currently pursuing a degree in Computer Science, Data Science, AI, or related field.
• Strong fundamentals in statistics, linear algebra, and probability concepts.
• Hands-on experience with Python, SQL, and ML frameworks such as TensorFlow or PyTorch.
• Curious, analytical, self-driven, and eager to learn fast in a dynamic environment. ",2026,Bachelors,0,"Python, ML, APIs, SQL, TensorFlow/PyTorch, ","Communication, Problem Solving, Analytical Skills"
48,AI Engineer,Internship,"1. Work across AI automation, full-stack development, and AI/ML tasks based on project requirements and individual core strengths.
2. Build automation workflows using Make.com and n8n for end-to-end system integration.
3. Integrate APIs including CRMs, email systems, WhatsApp platforms, and advertising tools into automated workflows.
4. Develop and maintain web applications using React for frontend development and FastAPI or Node.js for backend systems.
5. Manage and work with databases such as PostgreSQL and MongoDB.
6. Build, integrate, and deploy LLM-based solutions including chatbots, RAG pipelines, and AI agents.
7. Utilize OpenAI, Claude APIs, and LangChain for AI-driven product development.
8. Work with Python for AI/ML tasks including prompt engineering, fine-tuning, and model integration.
9. Deploy projects on cloud platforms such as Vercel, AWS, and GCP.
10. Debug technical issues and maintain clean, well-documented codebases.
11. Research emerging AI tools and recommend suitable solutions for client and internal use cases.
• are available for full time (in-office) internship
• can start the internship between 28th May'26 and 2nd Jul'26
• are available for duration of 4 months
• have relevant skills and interests
• are Computer Science Engineering students
Python, SQL, Machine Learning, Neural Networks, Deep Learning, Artificial intelligence, APIs and Vibe Coding
• 1. Strong expertise in at least one area such as AI automation using Make.com or n8n, full-stack development with React and backend technologies, or AI/ML using Python, LLMs, and RAG systems is preferred.
• 2. Willingness to learn and work across multiple technical domains is important.
• 3. Hands-on experience with APIs, webhooks, and JSON is desirable.
• 4. A portfolio or GitHub profile showcasing real-world projects will be strongly preferred.
• 5. Familiarity with AI tools such as ChatGPT, Claude, and LangChain is valued.
• 6. A fast-execution and builder-oriented mindset is appreciated.",2026,Bachelors,0,"Python, APIs, ML, n8n, React, SQL, AWS/Azure, RAG, LLMs, Github, LangChain","Communication, Problem Solving"
49,AI Developer,Internship,"1. Building event-driven automations to capture notifications, web-hooks, emails, messages, and CRM events, and routing them to LLMs for contextual responses.
2. Designing and deploying AI agents using Power Automate ( Desktop), Make.com, Zapier, OpenAI Assistants API etc.
3. Implementing multi-agent workflows for various applications needs like lead qualification, follow-ups, marketing content for social media, etc.
4. Enabling cross-platform messaging automation across WhatsApp, LinkedIn, email, and CRM systems with full context retention.
5. Producing high-quality Instagram Reels and YouTube videos that showcase products, workflows, and AI-driven use cases.
Logical reasoning, Problem Solving, Automation, APIs, Generative AI Tools, ChatGPT, LLMOps, AI Video Generation and AI Image Generation
• 1. Automation and workflow design with strong logical reasoning and test automation skills.
• 2. Experience with Power Automate.
• 3. Working knowledge of n8n, Make.com, Zapier, and similar automation platforms.
• 4. Experience building and managing AI agents and LLMs.
• 5. Understanding of LLM evaluation and response quality optimization.
• 6. Proficiency in Python for automation and integrations.
• 7. Strong understanding of APIs, JSON, and webhooks.
• 8. Basic knowledge of web development fundamentals.
• 9. Proficiency in Adobe Illustrator, Photoshop, and Canva.
• 10. Ability to create photorealistic mockups with accurate lighting, textures, and perspective.
• 11. Understanding of motion design basics using tools like After Effects.
• 12. Experience with AI image generation tools
• 13. Experience with AI video generation tools ",2026,Bachelors,0,"Python, LLMs, ML, APIs, n8n, GenAI","Communication, Problem Solving"
50,AI Developer,Internship,"• Currently pursuing a bachelor's or master's degree in computer science with a strong interest or focus on Generative AI and/or Machine Learning
• Some knowledge and coursework related to Large Language Models, generative AI applications, and/or agentic AI concepts
• A foundational understanding of programming concepts, ideally with some exposure to languages like Python or C++
• A proactive attitude and eagerness to learn about emerging AI methodologies and tools
• A genuine passion for staying informed about the latest advancements in the field of Artificial Intelligence
• Basic familiarity with operating systems and common networking protocols is a plus
• A willingness to embrace a growth mindset and contribute to end-to-end product thinking",2026,Bachelors,0,"Python, LLMs, GenAI, ML, Agents","Communication, Problem Solving"
51,AI Developer,Internship,"• Basic knowledge of Python programming.
• Understanding of Artificial Intelligence / Machine Learning concepts.
• Familiarity with Generative AI, ChatGPT, OpenAI API, NLP, or LLMs is a plus.
• Basic knowledge of TensorFlow, PyTorch, Scikit-learn, Pandas, or NumPy is an advantage.
• Understanding of APIs and databases is preferred.
• Strong analytical and problem-solving skills.
• Passion for learning new AI technologies.
• Final Year Students / Freshers / Recent Graduates.
• B.E / B.Tech / BCA / MCA / B.Sc / M.Sc (Computer Science, AI, Data Science, IT, or related fields).
• Candidates with mini-projects or AI-related knowledge are preferred. ",2026,Bachelors,0,"Python, ML, GenAI, LLMs, NLP, APIs, TensorFlow/PyTorch, Scikit-learn, Pandas, NumPy, SQL","Communication, Problem Solving"
52,AI Engineer,Senior,"Pytho n as the primary language for data science and ML development (Pandas, NumPy, Scikit-learn
Familiarity with
SQ L for data querying and manipulation across modern data warehouses (e.g., BigQuery, Snowflake, PostgreSQL
(Nice to have) Working knowledge of deep learning frameworks such as
PyTorc h or
TensorFlo w for model experimentatio n
LLM & Generative AI Tooling
Hands-on experience working with
large language model API s, including providers such as OpenAI, Anthropic, or Google
Strong command of
prompt engineering technique s, including few-shot prompting, chain-of-thought reasoning, and structured output design
Experience with
open-source LLM s (e.g., Mistral, LLaMA) and an understanding of when to apply open vs. proprietary models
Agentic Orchestration & RAG
Practical experience building
RAG (Retrieval-Augmented Generation) pipeline s, including chunking strategies, embedding models, and retrieval tuning
Familiarity with
agentic orchestration framework s such as LangChain, LangGraph, LlamaIndex, CrewAI, or AutoGe
Experience integrating
vector database s (e.g., pgvector, Pinecone, Weaviate, ChromaDB) into search and retrieval workflow
Understanding of
tool/function callin g patterns for LLM-driven automation
Evaluation & Experimentatio
Ability to define and implement
""good enough"" metric s and evaluation frameworks for POC validation
Experience with
LLM evaluation librarie s such as RAGAS, TruLens, or DeepEva
Familiarity with
experiment tracking tool s such as MLflow or Weights & Biases
Comfort with
cost and latency profilin g of LLM-based systems to inform feasibility decisions
Data & Infrastructure
Comfortable working within
cloud environment s (AWS, GCP, or Azure) for data access, compute, and API integration
Ability to integrate with
REST API s and third-party data sources during prototyping
Proficiency with standard development tools:
Gi t, Jupyter notebooks, VS Code ",2026,Bachelors,5-10,"Python, SQL, TensorFlow/PyTorch, ML, Pandas, NumPy, Scikit-Learn, LLMs, GenAI, APIs, OpenAI, RAG, LangChain, LangGraph, CrewAI, or AutoGen, VectorDB, Prompt Engineering, MLflow, Git, Github, AWS/Azure","Communication, Problem Solving, Analytical Skills"
53,AI Engineer,Senior,"Must Have Skills/Project Experience/Certifications:
• 3 - 6 years of hands-on experience of consulting/ industry experience
• Python: 4+ years with FastAPI, asyncio, data processing libraries
• AI/ML: Experience with LLMs, prompt engineering, fine-tuning, RAG systems
• CrewAI: Knowledge of multi-agent frameworks, agent orchestration patterns
• APIs: Integration with Anthropic, OpenAI, Google AI services
• Database: Vector databases, PostgreSQL, data modeling for AI workloads
• Cloud: Experience with cloud-based AI services and deployment
Good to Have Skills/Project Experience/Certifications:
• Experience with Langchain, LlamaIndex, or similar frameworks is highly encouraged
Education:
• BE/B.Tech/M.C.A./M.Sc (CS) degree or equivalent from accredited university ",2026,Bachelors/Masters,1-5,"Python, APIs, LLMs, Prompt Engineering, RAG, ML, CrewAI, VectorDB, SQL, LangChain, LangGraph","Communication, Problem Solving"
54,AI Engineer,Senior,"AI Agent Engineering
LangGraph or equivalent graph-based agent frameworks.
Multi-step reasoning pipelines.
Tool usage and orchestration.
State management and conversational workflows.
RAG & Vector Search
End-to-end RAG pipeline design and implementation.
Experience with vector databases such as:
Pinecone
Qdrant
pgvector
Weaviate
Chunking strategies and retrieval optimization.
Retrieval evaluation methodologies.
LLM Integration
OpenAI, Gemini, and Anthropic SDKs.
Prompt engineering and prompt optimization.
Structured JSON outputs.
Context window management.
Multi-provider LLM integrations.
Python Backend Development
Python 3.12
FastAPI
Async Python
Pydantic
SQLite
PostgreSQL
Redis
Pytest
Full-Stack Development
React
Next.js
TypeScript
Modern frontend architecture
API integration and state management
ML Engineering Fundamentals
Evaluation pipelines
Golden datasets and test suites
Regression tracking
Model performance monitoring
Good to Have
GIS & Mapping
ArcGIS REST APIs
GeoJSON
MapLibre GL JS
Spatial queries
(Strong advantage for initial project assignments.)
Data Visualization
Recharts
D3.js
Equivalent charting libraries
Cloud & DevOps
Docker
Azure
AWS
CI/CD pipelines
OIDC Authentication
Product Thinking
Ability to understand and interpret Figma designs.
Evaluate trade-offs between engineering effort and business value.
Deliver solutions aligned with business objectives.
Technologies You'll Work With
LayerTechnology Stack
Agent Frameworks
LangGraph, LangChain
LLM Providers
Gemini, OpenAI, Anthropic
Backend
Python 3.12, FastAPI, SQLite, Redis
Frontend
Next.js 15, React 19, TypeScript, Zustand
Data & Visualization
Recharts, GeoJSON, MapLibre GL JS
Infrastructure
Docker, Azure Pipelines, Azure AD ",2026,Not Specified,1-5,"Python, ML, LangChain, LangGraph, RAG, VectorDB, LLMs, APIs, Prompt Engineering, SQL, React, Javascript, Docker, CI/CD, AWS/Azure","Communication, Problem Solving"
55,AI Engineer,Junior,"• Strong understanding of RAG architecture — document chunking, embedding, retrieval, reranking, and synthesis.
• Proficiency in Python, including libraries like Pandas,Numpy, and Scikit-learn.
• Experience withFastAPIor Flask for microservice and API development.
• Hands-on withLangGraph,LangChain, or MCP for multi-agent orchestration.
• Familiarity with vector databases (FAISS,ChromaDB,Weaviate, Elasticsearch).
• Good Working knowledge of ML/DL frameworks (TensorFlow,PyTorch).
• Understanding of model serving via REST APIs, batch jobs, or pipelines.
• Exposure to containerization (Docker) and scalable architecture patterns.
• Familiarity with Git,MLflow, or DVC for versioning, tracking, and collaboration.
• Awareness of cloud AI/ML services (Azure ML, AWS SageMaker, GCP Vertex AI).
• Understanding of prompt evaluation, retrieval accuracy metrics, and contextual reasoning benchmarks.
• Curiosity to explore Agentic AI frameworks and autonomous reasoning systems.
• Analytical mindset with a focus on debugging, optimization, and scalability.
• Strong communication and documentation skills for collaborative workflows.
• Innovative and research-driven approach toward new AI architectures.
• Eagerness to experiment, iterate, and learn from production-level systems. ",2026,Bachelors,0-1,"Python, ML, RAG, APIs, LangChain, LangGraph, MCP, TensorFlow/PyTorch, Docker, Git, Github, MLflow, AWS/Azure","Communication, Problem Solving"
56,AI Engineer,Senior,"Lead the full lifecycle of Generative AI solutions from design and development to deployment encompassing LLM-powered workflows, RAG pipelines, OCR, and Agentic AI systems.
Architect and implement secure, scalable AI infrastructures using GCP, AWS, or Azure.
Apply LLMOps best practices, including fine-tuning, advanced prompt engineering, and model optimization, to maximize performance and contextual accuracy.
Design and maintain APIs and microservices (FastAPI, REST, Spring Boot) to integrate AI capabilities into enterprise systems.
Build and optimize data pipelines and manage vector databases and Elasticsearch for efficient knowledge retrieval and decision-making.
Implement MLOps, CI/CD, and DevOps pipelines using Kubernetes, Docker, Jenkins, and Ansible for automated deployment and monitoring.
Ensure system reliability and observability through logging, monitoring, and infrastructure-as-code practices (e.g., ELK stack).
Collaborate cross-functionally with product, engineering, and business teams to align AI solutions with organizational goals.
Mentor and guide junior engineers, setting best practices for scalable, maintainable AI development.
Required Experience:
2+ years of professional software engineering experience focused on Generative AI / LLMbased applications. 
",2026,Not Specified,1-5,"Python, LLMs, MLOps, APIs, AWS/Azure, VectorDB, CI/CD, Docker, Kubernetes, GenAI","Communication, Problem Solving"
57,AI Engineer,Junior,"Bachelor's degree in a relevant field such as Computer Science, Data Science, or a related field
1–2 years of professional experience building or supporting software or AI-driven systems in a work environment (internships and co-ops included)
Hands-on experience working with LLM-based applications or agentic workflows in a professional or production setting
Strong programming skills, including experience with: Python (preferred), Java (optional), Scala (optional)
Experience working with APIs and backend development frameworks (e.g., Flask, FastAPI) in a job setting
Familiarity with LLM frameworks or platforms (e.g., LangChain, LangGraph, OpenAI, Gemini)
Basic SQL skills and experience working with structured and unstructured data
Experience contributing to applications or pipelines deployed in cloud environments such as GCP, AWS, or Azure
Understanding of data pipelines, APIs, and system integrations
Excellent communication and collaboration skills in a team-based environment
Ability to work independently and manage multiple tasks and priorities",2026,Bachelors,0-1,"Python, LLMs, Java, LangChain, LangGraph, OpenAI, SQL, AWS/Azure, ","Communication, Problem Solving"
58,AI Engineer,Junior,"- Solid Python skills (async/await, type hints, standard library)
- Experience building or consuming REST APIs (FastAPI, Flask, or Django)
- Exposure to at least one LLM provider API
- Comfort navigating and contributing to an existing codebase
- Git workflow (branches, PRs)
- MongoDB or PostgreSQL
- Docker, AWS
- pytest or any testing framework
- Experience with LiteLLM, LangChain, or similar
- AI coding tools (Cursor, Copilot, Claude)
Interested Candidates can drop their cv at recruitment@qwikgig.com or can reach us out at 
• LLM APIs: 1 year (Required)
• Python: 1 year (Required)
• Fast API: 1 year (Required)
• Flask: 1 year (Required)
• Django: 1 year (Required) ",2026,Bachelors,0-1,"Python, APIs, LLMs, Git, Github, VectorDB, SQL, Docker, AWS/Azure, LangChain, LangGraph, Django","Communication, Problem Solving"
59,AI Engineer,Junior,"Python as primary language.
Microsoft Azure required as the primary cloud platform.
Hands-on experience building with Azure AI Foundry.
Claude Code experience and expertise required, including hands-on development of skills and plugins on the platform. This is non-negotiable for the role.
LangGraph experience required. Demonstrated ability to design state graphs, conditional edges, and multi-agent compositions.
Model Context Protocol experience required. Comfortable designing tool calls and building protocol wrappers.
Agentic pair programming with generative AI as the primary working mode. Prior experience is required.
Pydantic for data validation and structured outputs across agent systems and APIs.
SQL proficiency and PostgreSQL experience.
Vector database experience (pgvector, Azure AI Search, or similar).
Familiarity with modern data platforms such as Snowflake and Databricks.
Multi-step agent systems with proper evaluation and validation.
Strong fluency across modern frontier language models such as the GPT, Claude, and Gemini model families. Model selection is driven by the requirements of each task and the practical considerations of cost.
The discipline to choose mature, proven frameworks for AI engineering work. Technical decisions are grounded in clear engineering justification and supported by data.
Docker and containerization for development and deployment workflows.
FastAPI or equivalent web frameworks for building APIs and backend services.
Working knowledge of GitHub workflows, code review discipline, and infrastructure-as-code patterns.
Although Microsoft Azure is the primary platform, Google Cloud Platform experience is also valuable and applicable to the practice's work.
Familiarity with Azure Container Apps, Azure Kubernetes Services, or similar container orchestration platforms.
Familiarity with Apache Software Foundation tools such as Apache Airflow, Apache Kafka, and Apache Flink.
Experience with LangChain, PyTorch, or other AI and machine learning frameworks.
CrewAI or other multi-agent frameworks.
LlamaIndex for RAG and data ingestion workflows.
Celery and Redis for background task processing and caching.
Familiarity with A2A (Agent-to-Agent) protocol for inter-agent communication.
Experience with modern natural language processing tools, including embedding models and entity recognition.
Familiarity with vision-language model integration for multi-modal AI use cases.
Experience working in regulated markets, including the compliance and risk-management disciplines such environments require.
Playwright for end-to-end testing automation.
Familiarity with hybrid architectures that integrate deterministic and generative AI techniques. ",2026,Bachelors,0-1,"Python, AWS/Azure, LangChain, LangGraph, APIs, MCP, SQL, VectorDB,n8n, LLMs, CrewAI, TensorFlow/Pytorch, Agents, RAG","Communication, Problem Solving"
60,AI Engineer,Senior,"Experience in AI/GenAI solution for prompt engineering, architecture, consulting, and enterprise architecture
Experience in software development
Excellent communication skills (customer facing position)
A deep understanding of GenAI/ML technologies and their implementations
Experience in the financial, healthcare, or insurance industries is a plus
Bachelor's/Master's degree in Computer Science/data science or related field
Demonstrated expertise in statistical analysis and machine learning concepts, with proficiency in Python
Solid understanding and experience in designing, implementing, and optimizing end-to-end machine learning pipelines.
Minimum 2+ years of experience in Generative AI and Minimum 2+ years in traditional Machine Learning, with a focus on the creation, training, and deployment of services such as recommendation engines, deep learning, and generative AI models.
1. LLM (GPT); prompt engineering for reflex, model and self-learning agents
2. Facility with Python to code wrappers, interface with APIs, develop utilities
3. Experience with packages such as LangChain and LangGraph
4. Experience with assembling intelligent AI agents to implement variety of use cases
5. A recent use case for Agentic AI powered by LLMs: NLQ to SQL translator
6. You MUST have the ability to think through clearly for a solution design,
Experienced in Large Language Models, Transformers, CNN, TensorFlow, Scikit-learn, Pytorch, NLP libraries, Embedding Models, Vector Databases
Hands-on experience with OpenAI, Llama/Llama2 and other open-source models, and Azure OpenAI models Education- Engineering, Math and Statistics foundation, (Data Science/Computer Science preferred)",2026,Bachelors/Masters,1-5,"Python, ML, GenAI, APIs, LLMs, Prompt Engineering, LangChain, LangGraph, SQL, TensorFlow/Pytorch, Scikit-Learn, NLP, OpenAI, VectorDB","Communication, Problem Solving"
61,AI Engineer,Senior,"Artificial Intelligence & Machine Learning
• Machine Learning
• Deep Learning
• Generative AI
• Reinforcement Learning
• Neural Networks
• Predictive Analytics
Large Language Models (LLMs)
• OpenAI GPT Models
• Claude AI
• Google Gemini
• Llama Models
• Mistral AI
• LangChain
• LangGraph
• CrewAI
• AutoGen
Programming Languages
• Python (Expert)
• JavaScript / TypeScript
• C#
• Java
• SQL
AI Frameworks & Libraries
• TensorFlow
• PyTorch
• Scikit-Learn
• Hugging Face Transformers
• OpenCV
• Keras
Backend Development
• FastAPI
• Django
• Flask
• Node.js
• REST APIs
• GraphQL
Frontend Development
• React.js
• Next.js
• Angular
• Vue.js
Mobile Development
• Flutter
• React Native
• Native Android
• Native iOS
Desktop Development
• Electron.js
• .NET Desktop Applications
• Python Desktop Applications
• Cross-platform Desktop Solutions
Cloud & DevOps
• AWS
• Azure
• Google Cloud Platform
• Docker
• Kubernetes
• CI/CD Pipelines
Databases
• PostgreSQL
• MySQL
• MongoDB
• Redis
• Vector Databases (Pinecone, Weaviate, ChromaDB)
Preferred Qualifications
• Bachelor's or Master's Degree in Computer Science, Artificial Intelligence, Data Science, or related field.
• Experience building AI products at scale.
• Strong portfolio of deployed AI solutions.
• Experience with enterprise SaaS platforms.
• Knowledge of AI governance and responsible AI practices.
• Experience managing technical teams and AI projects ",2026,Bachelors/Masters,5-10,"Python, ML, GenAI, OpenAI, LangChain, LangGraph, CrewAI, AutoGen, Javascript, Java, C#, SQL, TensorFlow/PyTorch, Scikit-Learn, Hugging Face, APIs, Django, React, Docker, Kubernetes, CI/CD, AWS/Azure, VectorDB","Communication, Problem Solving, Analytical Skills"
62,AI Engineer,Junior,"4 to 5 years of Python engineering or a CS degree with strong applied ML/NLP track record
Hands-on with LLMs, prompt engineering, RAG architectures, and vector databases (Pinecone, Azure AI Search, or equivalent
Experience with Azure OpenAI Service, LangChain, or similar orchestration frameworks
Comfort working within a Microsoft Azure cloud environment
Strong understanding of HIPAA/PIPEDA data handling — or fast learner in regulated environments
Production mindset — you’ve shipped models, not just notebooks
Healthcare SaaS or healthtech experience
Experience with voice AI or conversational AI
Familiarity with .NET8 or React integration patterns for AI services ",2026,Bachelors,0-1,"Python, Ml, NLP, LLMs, Prompt Engineering, RAG, VectorDB, LangChain, OpenAI, AWS/Azure, .NET, React","Communication, Problem Solving"
