id,role,type,job_desc,year,qualification,experience,tech_skills,soft_skills
53,AI Engineer,Senior,"Must Have Skills/Project Experience/Certifications:
• 3 - 6 years of hands-on experience of consulting/ industry experience
• Python: 4+ years with FastAPI, asyncio, data processing libraries
• AI/ML: Experience with LLMs, prompt engineering, fine-tuning, RAG systems
• CrewAI: Knowledge of multi-agent frameworks, agent orchestration patterns
• APIs: Integration with Anthropic, OpenAI, Google AI services
• Database: Vector databases, PostgreSQL, data modeling for AI workloads
• Cloud: Experience with cloud-based AI services and deployment
Good to Have Skills/Project Experience/Certifications:
• Experience with Langchain, LlamaIndex, or similar frameworks is highly encouraged
Education:
• BE/B.Tech/M.C.A./M.Sc (CS) degree or equivalent from accredited university ",2026,Bachelors/Masters,1-5,"Python, APIs, LLMs, Prompt Engineering, RAG, ML, CrewAI, VectorDB, SQL, LangChain, LangGraph","Communication, Problem Solving"
54,AI Engineer,Senior,"AI Agent Engineering
LangGraph or equivalent graph-based agent frameworks.
Multi-step reasoning pipelines.
Tool usage and orchestration.
State management and conversational workflows.
RAG & Vector Search
End-to-end RAG pipeline design and implementation.
Experience with vector databases such as:
Pinecone
Qdrant
pgvector
Weaviate
Chunking strategies and retrieval optimization.
Retrieval evaluation methodologies.
LLM Integration
OpenAI, Gemini, and Anthropic SDKs.
Prompt engineering and prompt optimization.
Structured JSON outputs.
Context window management.
Multi-provider LLM integrations.
Python Backend Development
Python 3.12
FastAPI
Async Python
Pydantic
SQLite
PostgreSQL
Redis
Pytest
Full-Stack Development
React
Next.js
TypeScript
Modern frontend architecture
API integration and state management
ML Engineering Fundamentals
Evaluation pipelines
Golden datasets and test suites
Regression tracking
Model performance monitoring
Good to Have
GIS & Mapping
ArcGIS REST APIs
GeoJSON
MapLibre GL JS
Spatial queries
(Strong advantage for initial project assignments.)
Data Visualization
Recharts
D3.js
Equivalent charting libraries
Cloud & DevOps
Docker
Azure
AWS
CI/CD pipelines
OIDC Authentication
Product Thinking
Ability to understand and interpret Figma designs.
Evaluate trade-offs between engineering effort and business value.
Deliver solutions aligned with business objectives.
Technologies You'll Work With
LayerTechnology Stack
Agent Frameworks
LangGraph, LangChain
LLM Providers
Gemini, OpenAI, Anthropic
Backend
Python 3.12, FastAPI, SQLite, Redis
Frontend
Next.js 15, React 19, TypeScript, Zustand
Data & Visualization
Recharts, GeoJSON, MapLibre GL JS
Infrastructure
Docker, Azure Pipelines, Azure AD ",2026,None,1-5,"Python, ML, LangChain, LangGraph, RAG, VectorDB, LLMs, APIs, Prompt Engineering, SQL, React, Javascript, Docker, CI/CD, AWS/Azure","Communication, Problem Solving"
55,AI Engineer,Junior,"• Strong understanding of RAG architecture — document chunking, embedding, retrieval, reranking, and synthesis.
• Proficiency in Python, including libraries like Pandas,Numpy, and Scikit-learn.
• Experience withFastAPIor Flask for microservice and API development.
• Hands-on withLangGraph,LangChain, or MCP for multi-agent orchestration.
• Familiarity with vector databases (FAISS,ChromaDB,Weaviate, Elasticsearch).
• Good Working knowledge of ML/DL frameworks (TensorFlow,PyTorch).
• Understanding of model serving via REST APIs, batch jobs, or pipelines.
• Exposure to containerization (Docker) and scalable architecture patterns.
• Familiarity with Git,MLflow, or DVC for versioning, tracking, and collaboration.
• Awareness of cloud AI/ML services (Azure ML, AWS SageMaker, GCP Vertex AI).
• Understanding of prompt evaluation, retrieval accuracy metrics, and contextual reasoning benchmarks.
• Curiosity to explore Agentic AI frameworks and autonomous reasoning systems.
• Analytical mindset with a focus on debugging, optimization, and scalability.
• Strong communication and documentation skills for collaborative workflows.
• Innovative and research-driven approach toward new AI architectures.
• Eagerness to experiment, iterate, and learn from production-level systems. ",2026,Bachelors,0-1,"Python, ML, RAG, APIs, LangChain, LangGraph, MCP, TensorFlow/PyTorch, Docker, Git, Github, MLflow, AWS/Azure","Communication, Problem Solving"
56,AI Engineer,Senior,"Lead the full lifecycle of Generative AI solutions from design and development to deployment encompassing LLM-powered workflows, RAG pipelines, OCR, and Agentic AI systems.
Architect and implement secure, scalable AI infrastructures using GCP, AWS, or Azure.
Apply LLMOps best practices, including fine-tuning, advanced prompt engineering, and model optimization, to maximize performance and contextual accuracy.
Design and maintain APIs and microservices (FastAPI, REST, Spring Boot) to integrate AI capabilities into enterprise systems.
Build and optimize data pipelines and manage vector databases and Elasticsearch for efficient knowledge retrieval and decision-making.
Implement MLOps, CI/CD, and DevOps pipelines using Kubernetes, Docker, Jenkins, and Ansible for automated deployment and monitoring.
Ensure system reliability and observability through logging, monitoring, and infrastructure-as-code practices (e.g., ELK stack).
Collaborate cross-functionally with product, engineering, and business teams to align AI solutions with organizational goals.
Mentor and guide junior engineers, setting best practices for scalable, maintainable AI development.
Required Experience:
2+ years of professional software engineering experience focused on Generative AI / LLMbased applications. 
",2026,None,1-5,"Python, LLMs, MLOps, APIs, AWS/Azure, VectorDB, CI/CD, Docker, Kubernetes, GenAI","Communication, Problem Solving"
57,AI Engineer,Junior,"Bachelor's degree in a relevant field such as Computer Science, Data Science, or a related field
1–2 years of professional experience building or supporting software or AI-driven systems in a work environment (internships and co-ops included)
Hands-on experience working with LLM-based applications or agentic workflows in a professional or production setting
Strong programming skills, including experience with: Python (preferred), Java (optional), Scala (optional)
Experience working with APIs and backend development frameworks (e.g., Flask, FastAPI) in a job setting
Familiarity with LLM frameworks or platforms (e.g., LangChain, LangGraph, OpenAI, Gemini)
Basic SQL skills and experience working with structured and unstructured data
Experience contributing to applications or pipelines deployed in cloud environments such as GCP, AWS, or Azure
Understanding of data pipelines, APIs, and system integrations
Excellent communication and collaboration skills in a team-based environment
Ability to work independently and manage multiple tasks and priorities",2026,Bachelors,0-1,"Python, LLMs, Java, LangChain, LangGraph, OpenAI, SQL, AWS/Azure, ","Communication, Problem Solving"
58,AI Engineer,Junior,"- Solid Python skills (async/await, type hints, standard library)
- Experience building or consuming REST APIs (FastAPI, Flask, or Django)
- Exposure to at least one LLM provider API
- Comfort navigating and contributing to an existing codebase
- Git workflow (branches, PRs)
- MongoDB or PostgreSQL
- Docker, AWS
- pytest or any testing framework
- Experience with LiteLLM, LangChain, or similar
- AI coding tools (Cursor, Copilot, Claude)
Interested Candidates can drop their cv at recruitment@qwikgig.com or can reach us out at 
• LLM APIs: 1 year (Required)
• Python: 1 year (Required)
• Fast API: 1 year (Required)
• Flask: 1 year (Required)
• Django: 1 year (Required) ",2026,Bachelors,0-1,"Python, APIs, LLMs, Git, Github, VectorDB, SQL, Docker, AWS/Azure, LangChain, LangGraph, Django","Communication, Problem Solving"
59,AI Engineer,Junior,"Python as primary language.
Microsoft Azure required as the primary cloud platform.
Hands-on experience building with Azure AI Foundry.
Claude Code experience and expertise required, including hands-on development of skills and plugins on the platform. This is non-negotiable for the role.
LangGraph experience required. Demonstrated ability to design state graphs, conditional edges, and multi-agent compositions.
Model Context Protocol experience required. Comfortable designing tool calls and building protocol wrappers.
Agentic pair programming with generative AI as the primary working mode. Prior experience is required.
Pydantic for data validation and structured outputs across agent systems and APIs.
SQL proficiency and PostgreSQL experience.
Vector database experience (pgvector, Azure AI Search, or similar).
Familiarity with modern data platforms such as Snowflake and Databricks.
Multi-step agent systems with proper evaluation and validation.
Strong fluency across modern frontier language models such as the GPT, Claude, and Gemini model families. Model selection is driven by the requirements of each task and the practical considerations of cost.
The discipline to choose mature, proven frameworks for AI engineering work. Technical decisions are grounded in clear engineering justification and supported by data.
Docker and containerization for development and deployment workflows.
FastAPI or equivalent web frameworks for building APIs and backend services.
Working knowledge of GitHub workflows, code review discipline, and infrastructure-as-code patterns.
Although Microsoft Azure is the primary platform, Google Cloud Platform experience is also valuable and applicable to the practice's work.
Familiarity with Azure Container Apps, Azure Kubernetes Services, or similar container orchestration platforms.
Familiarity with Apache Software Foundation tools such as Apache Airflow, Apache Kafka, and Apache Flink.
Experience with LangChain, PyTorch, or other AI and machine learning frameworks.
CrewAI or other multi-agent frameworks.
LlamaIndex for RAG and data ingestion workflows.
Celery and Redis for background task processing and caching.
Familiarity with A2A (Agent-to-Agent) protocol for inter-agent communication.
Experience with modern natural language processing tools, including embedding models and entity recognition.
Familiarity with vision-language model integration for multi-modal AI use cases.
Experience working in regulated markets, including the compliance and risk-management disciplines such environments require.
Playwright for end-to-end testing automation.
Familiarity with hybrid architectures that integrate deterministic and generative AI techniques. ",2026,Bachelors,0-1,"Python, AWS/Azure, LangChain, LangGraph, APIs, MCP, SQL, VectorDB,n8n, LLMs, CrewAI, TensorFlow/Pytorch, Agents, RAG","Communication, Problem Solving"
60,AI Engineer,Senior,"Experience in AI/GenAI solution for prompt engineering, architecture, consulting, and enterprise architecture
Experience in software development
Excellent communication skills (customer facing position)
A deep understanding of GenAI/ML technologies and their implementations
Experience in the financial, healthcare, or insurance industries is a plus
Bachelor's/Master's degree in Computer Science/data science or related field
Demonstrated expertise in statistical analysis and machine learning concepts, with proficiency in Python
Solid understanding and experience in designing, implementing, and optimizing end-to-end machine learning pipelines.
Minimum 2+ years of experience in Generative AI and Minimum 2+ years in traditional Machine Learning, with a focus on the creation, training, and deployment of services such as recommendation engines, deep learning, and generative AI models.
1. LLM (GPT); prompt engineering for reflex, model and self-learning agents
2. Facility with Python to code wrappers, interface with APIs, develop utilities
3. Experience with packages such as LangChain and LangGraph
4. Experience with assembling intelligent AI agents to implement variety of use cases
5. A recent use case for Agentic AI powered by LLMs: NLQ to SQL translator
6. You MUST have the ability to think through clearly for a solution design,
Experienced in Large Language Models, Transformers, CNN, TensorFlow, Scikit-learn, Pytorch, NLP libraries, Embedding Models, Vector Databases
Hands-on experience with OpenAI, Llama/Llama2 and other open-source models, and Azure OpenAI models Education- Engineering, Math and Statistics foundation, (Data Science/Computer Science preferred)",2026,Bachelors/Masters,1-5,"Python, ML, GenAI, APIs, LLMs, Prompt Engineering, LangChain, LangGraph, SQL, TensorFlow/Pytorch, Scikit-Learn, NLP, OpenAI, VectorDB","Communication, Problem Solving"
61,AI Engineer,Senior,"Artificial Intelligence & Machine Learning
• Machine Learning
• Deep Learning
• Generative AI
• Reinforcement Learning
• Neural Networks
• Predictive Analytics
Large Language Models (LLMs)
• OpenAI GPT Models
• Claude AI
• Google Gemini
• Llama Models
• Mistral AI
• LangChain
• LangGraph
• CrewAI
• AutoGen
Programming Languages
• Python (Expert)
• JavaScript / TypeScript
• C#
• Java
• SQL
AI Frameworks & Libraries
• TensorFlow
• PyTorch
• Scikit-Learn
• Hugging Face Transformers
• OpenCV
• Keras
Backend Development
• FastAPI
• Django
• Flask
• Node.js
• REST APIs
• GraphQL
Frontend Development
• React.js
• Next.js
• Angular
• Vue.js
Mobile Development
• Flutter
• React Native
• Native Android
• Native iOS
Desktop Development
• Electron.js
• .NET Desktop Applications
• Python Desktop Applications
• Cross-platform Desktop Solutions
Cloud & DevOps
• AWS
• Azure
• Google Cloud Platform
• Docker
• Kubernetes
• CI/CD Pipelines
Databases
• PostgreSQL
• MySQL
• MongoDB
• Redis
• Vector Databases (Pinecone, Weaviate, ChromaDB)
Preferred Qualifications
• Bachelor's or Master's Degree in Computer Science, Artificial Intelligence, Data Science, or related field.
• Experience building AI products at scale.
• Strong portfolio of deployed AI solutions.
• Experience with enterprise SaaS platforms.
• Knowledge of AI governance and responsible AI practices.
• Experience managing technical teams and AI projects ",2026,Bachelors/Masters,5-10,"Python, ML, GenAI, OpenAI, LangChain, LangGraph, CrewAI, AutoGen, Javascript, Java, C#, SQL, TensorFlow/PyTorch, Scikit-Learn, Hugging Face, APIs, Django, React, Docker, Kubernetes, CI/CD, AWS/Azure, VectorDB","Communication, Problem Solving, Analytical Skills"
62,AI Engineer,Junior,"4 to 5 years of Python engineering or a CS degree with strong applied ML/NLP track record
Hands-on with LLMs, prompt engineering, RAG architectures, and vector databases (Pinecone, Azure AI Search, or equivalent
Experience with Azure OpenAI Service, LangChain, or similar orchestration frameworks
Comfort working within a Microsoft Azure cloud environment
Strong understanding of HIPAA/PIPEDA data handling — or fast learner in regulated environments
Production mindset — you’ve shipped models, not just notebooks
Healthcare SaaS or healthtech experience
Experience with voice AI or conversational AI
Familiarity with .NET8 or React integration patterns for AI services ",2026,Bachelors,0-1,"Python, Ml, NLP, LLMs, Prompt Engineering, RAG, VectorDB, LangChain, OpenAI, AWS/Azure, .NET, React","Communication, Problem Solving"
63,AI Engineer,Junior,"• Strong foundation in Computer Science and Software Development, including algorithms, data structures, version control, and production-grade coding practices.
• Hands-on experience with Neural Networks and Pattern Recognition, including training, tuning, and deploying deep learning models for classification, prediction, or recommendation tasks.
• Practical expertise in Natural Language Processing (NLP), such as text classification, information extraction, embeddings, and working with modern NLP frameworks or large language models.
• Proficiency with common AI/ML tools and frameworks (e.g., Python, PyTorch or TensorFlow, scikit-learn, Docker, cloud platforms such as AWS, GCP, or Azure).
• Bachelor’s or higher degree in Computer Science, Data Science, Engineering, or a related technical field, or equivalent practical experience.
• Experience building and deploying models into production environments, including working with APIs, microservices, and CI/CD pipelines.
• Strong analytical and problem-solving skills, with the ability to translate business requirements into robust AI solutions.
• Effective written and verbal communication skills, and the ability to collaborate with distributed, cross-functional teams across time zones.
• Familiarity with MLOps practices, monitoring and observability for models, and responsible AI considerations (fairness, bias, and explainability) is a plus. ",2026,Bachelors,0-1,"Python, NLP, Python, TensorFlow/PyTorch, Scikit-Learn, Docker, AWS/Azure, API, CI/CD, MLOps","Communication, Problem Solving"
64,AI Developer,Senior,"• Strong experience in enterprise backend application development.
• Good experience designing and building microservices-based applications.
• Hands-on experience with Java / Spring Boot, Python / FastAPI, Node.js, .NET, or
similar backend frameworks.
• Strong understanding of REST APIs, service contracts, JSON, authentication,
authorization, and integration patterns.
• Experience with relational databases such as PostgreSQL, MySQL, SQL Server, or
Oracle.
• Experience with cloud platforms such as AWS, Azure, or GCP.
• Experience with Docker and container-based application deployment.
• Understanding of event-driven architecture using SQS, Kafka, RabbitMQ,
EventBridge, Step Functions, or similar tools.
• Good understanding of logging, monitoring, error handling, retry logic, performance
tuning, and production support.
• Strong problem-solving ability and comfort working on complex enterprise
workflows.
AI / LLM Skills Preferred
• Exposure to LLM-based application development using OpenAI, Azure OpenAI, AWS
Bedrock, Anthropic, Llama, or similar platforms.
• Understanding of prompt engineering, structured outputs, confidence scoring, and
response validation.
• Experience with RAG, embeddings, vector search, semantic search, or knowledge
retrieval.
• Familiarity with LangChain, LangGraph, LlamaIndex, Semantic Kernel, CrewAI,
AutoGen, or similar frameworks is useful but not mandatory.
• Ability to work with AI engineers / data scientists to integrate models, prompts,
retrieval pipelines, and recommendation logic into enterprise applications. ",2026,None,5-10,"Python, .NET, APIs, Java, SQL, AWS/Azure, ML, LLMs, OpenAI, Prompt Engineering, RAG, VectorDB,  LangChain, LangGraph, CrewAI, AutoGen","Communication, Problem Solving, Analytical Skills"
65,AI Engineer,Junior,"• You have shipped multi-agent systems in production — not prototypes, not demos. Real users, real scale, real failure modes.
• You have deep, hands-on experience with both vector databases and knowledge graphs, and critically, with combining them in hybrid retrieval architectures.
• You understand orchestration frameworks (LangGraph, CrewAI, AutoGen, or equivalent) well enough to know when not to use one.
• You can design retrieval pipelines that blend semantic search, graph traversal, and temporal signals — the kind of system that models like Ebbinghaus forgetting curves and Zeigarnik effects demand.
• You have practical experience with protocol-level integration work connecting AI agents to external services and data sources.
• You communicate architecturally — you can draw a system on a whiteboard and make a room of senior engineers and investors understand why it matters.
• Background in cognitive science, computational neuroscience, or memory systems research — even informally.
• Experience scaling AI systems in B2C (consumer-grade latency, UX sensitivity, personalization at scale).
• Track record mentoring engineers and building AI-capable teams from strong traditional engineering foundations.
• Contributions to open-source AI/ML infrastructure projects. ",2026,Bachelors,0-1,"Python, VectorDB, LangGraph, CrewAI, AutoGen, ML","Communication, Problem Solving"
66,AI Engineer,Senior,"• Building production AI/LLM applications (not just prototypes)
• Working with LLMs, APIs, and tool integrations
• Designing multi-step workflows or pipelines
• Writing clean, scalable backend systems (Python/Go/Node)
• Debugging and improving system reliability and performance
• Understanding of how systems fail and how to handle edge cases
• Agent frameworks (LangGraph, LangChain, AutoGen, CrewAI, etc.)
• Workflow orchestration concepts (RAGs, pipelines, schedulers)
• Experience with event-driven systems (Kafka, queues, async processing)
• Basic understanding of:
• retries / idempotency
• observability / logging
• distributed systems",2026,Bachelors,5-10,"Python, LLMs, ML, LangGraph, LangChain, AutoGen, CrewAI, RAG, ","Communication, Problem Solving"
67,AI Engineer,Senior,"• 2+ years hands-on AI/ML experience
• Strong Python + PyTorch
• Experience fine-tuning LLMs (PEFT / LoRA / quantization)
• Experience with RAG + vector databases
• Hands-on with diffusion pipelines (Stable Diffusion preferred)
• Production mindset monitoring, versioning, cost optimization
• Comfortable in a fast-paced startup environment
• Experience with AI companion or conversational AI products
• Experience with ComfyUI workflows
• GPU infra optimization experience
• Real-time streaming generation systems ",2026,Bachelors,1-5,"Python, Tensorflow/Pytorch, LLMs, RAG, VectorDB","Communication, Problem Solving"
68,AI Engineer,Junior,"Bachelor's degree in a relevant field such as Computer Science, Data Science, or a related field
1–2 years of professional experience building or supporting software or AI-driven systems in a work environment (internships and co-ops included)
Hands-on experience working with LLM-based applications or agentic workflows in a professional or production setting
Strong programming skills, including experience with: Python (preferred), Java (optional), Scala (optional)
Experience working with APIs and backend development frameworks (e.g., Flask, FastAPI) in a job setting
Familiarity with LLM frameworks or platforms (e.g., LangChain, LangGraph, OpenAI, Gemini)
Basic SQL skills and experience working with structured and unstructured data
Experience contributing to applications or pipelines deployed in cloud environments such as GCP, AWS, or Azure
Understanding of data pipelines, APIs, and system integrations
Excellent communication and collaboration skills in a team-based environment
Ability to work independently and manage multiple tasks and priorities ",2026,Bachelors,0-1,"Python, LLMs, Agents, Python, Java, APIs, LangChain, LangGraph, OpenAI, SQL, AWS/Azure","Communication, Problem Solving"
69,AI Developer,Senior,"6+ years of hands-on experience in AI/ML solution architecture and delivery
Proven experience implementing AI/ML use cases for customer-facing platforms
Strong background in analytics, predictive modeling, and operational intelligence initiatives
Experience designing scalable AI solutions that drive business outcomes and enhance customer engagement
Expertise in Machine Learning, Deep Learning, and enterprise AI architectures
Strong stakeholder management and technical leadership capabilities",2026,None,15+,"Python, ML, LLMs","Communication, Problem Solving"
70,AI Engineer,Senior,"• 3+ years of overall IT experience with significant exposure to AI/ML architecture.
• Strong expertise in Python programming.
• Hands-on experience with Generative AI (GenAI) technologies and Large Language Models (LLMs).
• Experience designing and implementing Agentic AI solutions.
• Strong knowledge of the Databricks Platform .
• Proficiency in SQL and handling complex data structures.
• Good understanding of JSON structures , APIs, and system integrations.
• Proven experience in technical architecture , solution design, and enterprise application integration.
• Strong problem-solving, communication, and stakeholder management skills. ",2026,None,1-5,"Python, ML, GenAI, LLMs, Agents, SQL, APIs, ","Communication, Problem Solving"
71,AI Engineer,Junior,"• Proficiency in Pattern Recognition and Neural Network design and implementation
• Strong foundation in Computer Science with familiarity in algorithms, data structures, and computational models
• Experience in Software Development, including coding, testing, debugging, and process optimization
• Expertise in Natural Language Processing (NLP), including text analytics, language modeling, and contextual understanding
• Hands-on experience with machine learning frameworks and AI tools is a plus
• Comfortable working with distributed environments and large-scale data processing systems
• Bachelor’s or Master’s degree in Computer Science, Artificial Intelligence, or a related field
• Excellent problem-solving skills, collaboration abilities, and a proactive mindset ",2026,Bachelors,0-1,"Python, ML, NLP","Communication, Problem Solving"
72,AI Engineer,Senior,"• Prior 5–9 years of experience in data science, ML engineering, or AI development, with 2+ years focused on Generative AI.
• Strong hands-on experience with LLMs, transformers, embeddings, and vector databases.
• Proficiency in Python and GenAI frameworks (LangChain, LlamaIndex, Haystack, Hugging Face).
• Experience with fine-tuning techniques (LoRA, PEFT, instruction tuning).
• Experience designing multi‑agent systems, including orchestration, coordination, and distributed reasoning.
• Familiarity with MLOps tools, CI/CD pipelines, and model monitoring.
• Familiarity with 3D deep learning and large scale point cloud processing is a plus.
• Experience working in fast paced startup environment (preferred).
• Bachelor’s or Master’s degree in Computer Science, Data Science, AI, or a related field. ",2026,Bachelors/Masters,5-10,"Python, GenAI, LangChain, LangGraph, MLOps, CI/CD","Communication, Problem Solving"
73,AI Engineer,Senior,"pytestSeleniumPostman
Languages
Python
Testing focus
API TestingUI Testing
Also listed
Ai testingLlm testingRag evaluationPrompt engineeringDeepevalPromptfooLangsmithRagasData quality testingGreat expectationsDbtMachine learning lifecycleAutomation testingCi/cd ",2026,None,5-10,"Python, Pytest, APIs, LLMs, RAG, Prompt Engineering, ML, LangChain, LangGraph, CI/CD","Communication, Problem Solving"
74,AI Developer,Senior,"• Bachelor’s degree in computer science, Engineering, Data Science, or related technical field
• Master's degree preferred (Computer Science, AI/ML, or MBA with technical focus)
• 6+ years of software development experience with 2+ years focused on AI agent development
• 2+ years of hands-on experience with Azure AI Foundry or similar agent development platforms
• Proven experience building and deploying production AI agents and automated workflows
• Microsoft Azure AI Foundry: Deep expertise in Azure AI services ecosystem
• Agent Development: Multi-agent systems (MOE), reasoning frameworks, and orchestration
• Workflow Design: Prompt flow, automation pipelines, and human-in-the-loop systems
• Post-Training Techniques: Fine-tuning, instruction tuning, RLHF, and domain adaptation
• Model Evaluation: Performance metrics, benchmark development, and A/B testing frameworks
• Consulting mindset with a strong bias for action.
• Adept at connecting strategy to execution and simplifying complexity.
• Passion for enabling people and driving business transformation through AI. ",2026,Bachelors/Masters,5-10,"Python, AWS/Azure, Agents, LLMs, ML","Communication, Problem Solving"
75,AI Engineer,Junior,"• 3–6 years of experience in Data Science, Machine Learning, or AI Engineering.
• Strong proficiency in Python for machine learning and data processing.
• Hands-on experience in machine learning model development and deployment.
• Experience working with Apache Kafka and streaming data processing.
• Strong understanding of feature engineering, model evaluation, and production ML workflows.
• Experience with AWS services including:
• AWS Lambda
• EventBridge
• SageMaker
• S3
• Firehose
• CloudWatch
• Experience working with Snowflake and Snowpark.
• Knowledge of SQL and large-scale data processing.
• Experience building CI/CD pipelines and deployment automation.
• Hands-on experience with Terraform and cloud infrastructure management.
• Strong problem-solving and analytical skills ",2026,Bachelors,1-5,"Python, ML, LLMS, APIs, AWS/Azure, SQL, CI/CD, TensorFlow/Pytorch, Scikit-Learn","Communication, Problem Solving"
76,AI Engineer,Junior,"Hands-on experience with
LLMs and Agentic AI frameworks
Strong proficiency in
Python
and AI application development
Experience with
LangChain, LangGraph, AutoGen, CrewAI, OpenAI APIs, MCP
Knowledge of
RAG, vector databases, prompt engineering, tool usage, memory architectures
Exposure to
CI/CD, DevOps, DevSecOps workflows
Experience integrating AI into
developer platforms and enterprise workflows
Understanding of
security, governance, and scalable AI deployment
Preferred:
Experience with
GitHub Copilot, Claude, Codex
Exposure to
cloud platforms (AWS / Azure / GCP)
Experience building
developer productivity platforms ",2026,Bachelors,0-1,"Python, LLMs, ML, Agents, LangChain, LangGraph, AutoGen, CrewAI, OpenAI, APIs, MCP, RAG, VectorDB, CI/CD, Git, Github, AWS/Azure","Communication, Problem Solving"
77,AI Engineer,Junior,"• Bachelor’s or Master’s in Computer Science, AI, Data Science, or related field
Experience
• 2–5 years of hands-on experience in AI/ML or applied AI engineering
• Experience building end-to-end AI systems (not just experimentation)
• Exposure to LLMs and AI agents in production environments
Technical Skills (Must-Have)
• Strong Python programming skills
• Experience with LLMs (OpenAI, open-source models, etc.)
• Understanding of agent-based systems and tool integration
• Experience with APIs, microservices, and system integration
• Familiarity with cloud platforms (preferably GCP)
• Knowledge of software engineering best practices (testing, version control)
Preferred Skills (Good to Have)
• Experience with agent frameworks (LangChain, LangGraph, AutoGen, CrewAI, Semantic Kernel)
• Knowledge of RAG architectures and vector databases (Pinecone, ChromaDB, etc.)
• Familiarity with MLOps tools (Docker, CI/CD, model serving frameworks)
• Experience with structured outputs and function calling
• Exposure to CAE/FEA tools (ANSYS, Abaqus, LS-DYNA)
Core Competencies
• Agentic system design (planning, memory, orchestration)
• Prompt engineering and LLM optimisation
• Reliability engineering and AI safety practices
• Strong analytical thinking and problem-solving
• Effective cross-functional communication ",2026,Bachelors/Masters,1-5,"Python, ML, LLMs, AWS/Azure, APIs, Git, Github, LangChain, LangGraph, AutoGen, CrewAI, RAG, Docker, CI/CD, System Design, Prompt Engineering","Communication, Problem Solving, Analytical Skills"
78,AI Engineer,Senior,"• e4–10 years of software engineering with substantial experience building distributed systems, infra, or ML platforms
• .Deep practical experience integrating and deploying LLMs in production (RAG, retrieval, embeddings pipelines)
• .Hands-on experience with agent orchestration frameworks (LangGraph / LangChain or custom agent runtimes) and stateful workflow design
• .Proven track record building observability, cost controls, and policy enforcement for production services
.Preferred / differentiator
• sExperience building or contributing to open-source LLM orchestration tools (LangGraph, LangChain, or similar)
• .Familiarity with enterprise constraints: on-prem/cloud hybrid deployments, data residency, compliance requirements
• .Background in security, privacy, or model governance for LLMs
• .Demonstrated leadership in cross-functional projects and direct customer engagement ",2026,None,5-10,"Python, ML, LLMs, RAG, LangChain, LangGraph ","Communication, Problem Solving"
79,AI Engineer,Senior,"Qualifications Bachelor’s/Master’s Degree or equivalent. 8+ years in software/ML engineering, 1.5+ years hands-on with LLMs/GenAI and agentic frameworks. Proven track record shipping production AI systems on at least one hyperscaler (Azure/AWS/GCP). Experience leading 3–6 engineers and owning end-to-end delivery. Required Skills Strong Python experience to build multiple AI-ML/ GenAI Solutions. Should have experience working on Agent orchestration with leading frameworks like LangGraph, LangChain, Semantic Kernel, CrewAI, AutoGen . Strong experience working on Vector DB like Pinecone, Milvus, Redis/pgvector); Should have experience working on hybrid search and re-rankers Should have experience on evaluation & observability Experience working on SQL Query , NLP, CV, Deep Learning Algorithms Should have working experience with Open Source Models Experience on UI/UX will be added advantage. #GenAINTT RESUME SELECTION Guidelines: Delivered at least 2 GenAI/Agentic AI solutions for clients Extensive experience of minimum 6+ years on Python Led 2–3 successful client  ",2026,Bachelors/Masters,5-10,"Python, ML, LLMs, GenAI, AWS/Azure, LangChain, LangGraph, CrewAI, AutoGen, VectorDB, RAG, SQL, NLP","Communication, Problem Solving, Analytical Skills"
80,AI Engineer,Senior,"• Building and deploying autonomous agents
• LangChain framework for developing applications
• Retrieval Augmented Generation (RAG) systems
• Large Language Models (LLMs) and their APIs
• Solid understanding of safety principles and best practices
• Resolving hallucinations in the outcomes
Mandatory Skill sets:
• Advanced Python programming with expertise in async programming and API developmenT
• Experience with vector databases and embedding models
• Proficiency in implementing RAG pipelines and knowledge retrieval systems
• Familiarity with prompt engineering and LLM optimization techniques
• Experience with development frameworks and tools
• Knowledge of modern software development practices (Git, CI/CD, testing)
Preferred Skill sets:
• Multiple LLM providers (OpenAI, Anthropic, etc.)
• Tools for agent orchestration and workflow management
• Natural Language Processing (NLP) techniques
• Container technologies (Docker, Kubernetes)
• Understanding of semantic search and information retrieval concepts
• Knowledge of agent alignment and safety considerations
Years of experience required :
1+yrs to 3+yrs
Education qualification -Full Time :
BE/Btech/MCA/Mtech/MBA ",2026,Bachelors/Masters,1-5,"Python, LLMs, ML, LangGraph, LangChain, RAG, APIs, OpenAI, NLP, VectorDB, Git, Github, CI/CD, Docker, Kubernetes","Communication, Problem Solving"
